Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total population,Sex ratio (males per 100 females),Median age (years),Unemployment Rate,Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,Asian,Hispanic or Latino (of any race),geoid,typo,INTPTLAT_x,INTPTLONG,label_bin,label_three,label_four,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT_y,INTPTLONG,relation_max_fee,relation_min_fee
220,331,44.1,80184,89530,1481,5.7,5.1,476300,2393,697,1253,3414,1048,1037,3427,101.83,41.7,0.09,0.08,0.01,0.04,0.1,0.03,0.02,0.14,0.18,0.24,0.09,0.04,0.05,0.03,0.93,0.77,0.39,0.02,0.27,0.15,0.36,0.08,0.05,0.04,0.66,0.16,0.38,0.27,0.06,0.04,0.37,0.07,0.22,0.84,0.02,0.11,0.08,36085009602,MHI - Ongoing Exclusion,40.59,-74.1,0,0,0,NY,617605,0,0.238,0,40.5907821,-74.0951596,1526,1156
276,990,40,71812,91473,1635,10.2,5.2,379300,2245,806,1165,4396,874,772,4396,109.43,35.8,0.08,0.05,0.02,0.03,0.08,0.1,0.03,0.03,0.15,0.34,0.05,0.03,0.1,0.06,0.91,0.68,0.35,0.03,0.33,0.22,0.24,0.14,0.06558448188,0.01,0.82,0.09,0.45,0.36,0.06,0.06,0.32,0.06,0.14,0.52,0.37,0.01,0.27,36085009700,MHI - Stable Exclusion,40.64,-74.11,0,0,0,NY,1150436,520483,0.444,0.201,40.6432553,-74.1094421,1309,441
340,920,36.4,65870,83702,1931,3.3,5.4,367800,2236,707,1151,4848,1136,1048,4886,97.02,40.5,0.1,0.1,0.03,0.01,0.05,0.07,0.03,0.11,0.1,0.31,0.06,0.05,0.1,0.11,0.89,0.64,0.38,0.01,0.25,0.23,0.21,0.06,0.03,0.02,0.75,0.12,0.42,0.36,0.09,0.04,0.34,0.08,0.16,0.63,0.19,0.07,0.33,36085010500,MHI - Stable Exclusion,40.63,-74.11,0,0,0,NY,816705,0,0.315,0,40.633799,-74.1118714,1309,441
525,808,40.8,76050,86831,2188,6.6,5.6,421500,2332,786,1413,5846,2253,1975,5846,91.23,38.2,0.07,0.16,0.03,0.04,0.11,0.06,0.01,0.12,0.14,0.27,0.01,0.04,0.02,0.03,0.94,0.76,0.25,0.02,0.24,0.12,0.34,0.16,0.04,0.04194654271,0.73,0.13,0.26,0.29,0.07,0.07,0.29,0.03,0.18,0.89,0.2795633877,0.1,0.13,36085011201,MHI - Advanced Gentrification,40.58,-74.09,1,2,3,NY,1607939,585976,0.621,0.226,40.5777326,-74.0855428,1454,1236
316,801,36,76014,80801,2142,3,5.6,351400,2203,639,1245,5668,2068,1893,5677,95.96,36.8,0.05,0.15,0.02,0.01,0.06,0.06,0.01,0.11,0.13,0.24,0.07,0.09,0.06,0.07,0.91,0.61,0.21,0.01,0.17,0.17,0.29,0.16,0.02,0.02,0.65,0.13,0.34,0.25,0.03,0.07,0.3,0.05,0.16,0.84,0.01,0.13,0.16,36085011202,MHI - Stable Exclusion,40.57,-74.09,0,0,0,NY,1977524,741225,0.764,0.286,40.569481,-74.0945098,1454,1236
167,417,47.2,32788,49182,1425,7.4,4,408300,1921,746,1391.830034,2861,910,826,2868,81.86,39.1,0.1,0.08,0.03,0.01,0.05,0.07,0.01,0.13,0.11,0.34,0.05,0.06,0.08,0.24,0.94,0.5,0.56,0.03,0.26,0.5,0.14,0.04,0.02,0.01,0.61,0.1,0.46,0.44,0.09,0.17,0.19,0.04,0.16,0.6,0.16,0.12,0.25,36085011401,LI - Not Losing Low-Income Households,40.59,-74.1,0,0,0,NY,526901,0,0.203,0,40.5857439,-74.0990982,1433,1156
254,595,43.2,81563,108655,1437,6.5,5.3,459400,2511,701,1409,3836,815,725,3841,86.73,41.4,0.04,0.04,0.04,0.01,0.07,0.06,0.02,0.1,0.18,0.28,0.07,0.06,0.08,0.05,0.94,0.8,0.25,0.02,0.14,0.12,0.27,0.26,0.02,0.04194654271,0.65,0.13,0.35,0.33,0.03,0.03,0.32,0.03,0.15,0.88,0.03,0.06,0.12,36085011402,MHI - Ongoing Exclusion,40.58,-74.1,0,0,0,NY,579280,0,0.224,0,40.5811925,-74.1049524,1413,1236
335,398,37.6,109023,118030,1189,4.944467354,6.7,491500,2521,866,1278,3314,372,363,3322,102.19,41.1,0.05,0.06,0.02,0.01,0.08,0.02,0.03,0.08,0.09,0.42,0.06,0.01,0.14,0.01,0.94,0.83,0.15,0.01,0.15,0.07,0.36,0.21,0.04,0.04194654271,0.65,0.16,0.29,0.26,0.04,0.04,0.43,0.05,0.22,0.86,0.01,0.03,0.23,36085012100,MHI - Advanced Gentrification,40.63,-74.11,1,2,3,NY,741916,0,0.286,0,40.625879,-74.1096439,1665,1151
317,499,42,92083,105046,1519,5.5,5.9,510200,2480,847,1259,3841,618,539,3858,97.34,40.8,0.06,0.11,0.01,0.06,0.06,0.1,0.02,0.13,0.12,0.22,0.09,0.03,0.06,0.02,0.96,0.85,0.28,0.02,0.19,0.09,0.47,0.1,0.01,0.02,0.64,0.16,0.34,0.2,0.02,0.04,0.39,0.05,0.19,0.92,0.2795633877,0.06,0.06,36085012200,MHI - Ongoing Exclusion,40.58,-74.11,0,0,0,NY,827812,0,0.32,0,40.5759718,-74.1114581,1409,1016
255,591,42.5,61042,82543,1083,15.4,5.4,402600,2231,735,1228,3009,726,602,3009,85.06,33.7,0.08,0.07,0.06,0.03,0.05,0.07,0.05,0.08,0.12,0.35,0.07,0.02,0.04,0.13,0.92,0.67,0.38,0.03,0.24,0.2,0.28,0.08,0.06,0.01,0.78,0.08,0.4,0.33,0.07,0.09,0.22,0.06,0.11,0.75,0.1,0.05,0.41,36085012500,MHI - Advanced Gentrification,40.63,-74.12,1,2,3,NY,457740,0,0.177,0,40.6287073,-74.1188591,1309,441
239,639,42.8,68015,80834,1705,4.944467354,5.2,393700,2163,721,1236,4128,1372,1254,4128,91.29,41,0.05,0.03,0.04,0.02746184285,0.11,0.11,0.03,0.12,0.07,0.27,0.06,0.07,0.08,0.03,0.94,0.69,0.31,0.03,0.35,0.17,0.31,0.09,0.04,0.02,0.68,0.14,0.36,0.28,0.03,0.1,0.26,0.01,0.19,0.81,0.01,0.07,0.19,36085012804,MHI - Stable Exclusion,40.56,-74.1,0,0,0,NY,897166,342703,0.346,0.132,40.5626143,-74.1008025,1413,1240
192,319,45,71375,92430,1058,4.944467354,6.1,399800,2563,832,1195,2746,675,619,2765,84.83,42.8,0.05,0.03,0.04,0.05,0.2,0.11,0.01,0.04,0.09,0.21,0.08,0.08,0.06,0.04,0.94,0.78,0.22,0.01,0.12,0.06,0.37,0.18,0.02,0.04194654271,0.73,0.16,0.33,0.25,0.05,0.07,0.2,0.04,0.22,0.97,0.2795633877,0.02,0.17,36085012805,MHI - Stable Exclusion,40.55,-74.12,0,0,0,NY,1006609,344653,0.389,0.133,40.5528682,-74.1153369,1492,1185
291,752,48.5,53376,70886,2475,8.6,4.7,407800,2352,752,1240,5600,1707,1568,5600,80.82,43.5,0.07,0.08,0.03,0.01,0.09,0.08,0.03797297297,0.09,0.07,0.35,0.06,0.04,0.11,0.1,0.94,0.75,0.55,0.01,0.28,0.34,0.23,0.09,0.02,0.03,0.68,0.22,0.3,0.3,0.02,0.06,0.27,0.03,0.26,0.82,0.09,0.04,0.18,36085012806,LI - Not Losing Low-Income Households,40.56,-74.11,0,0,0,NY,1319469,580167,0.509,0.224,40.557671,-74.1076715,1411,1195
61,231,46,104444,111629,599,4.944467354,6.1,530900,2598,754,1397,1570,220,193,1579,81.91,45.3,0.08,0.07,0.01,0.02,0.08,0.04,0.02,0.12,0.12,0.33,0.06,0.02,0.13,0.05,0.94,0.83,0.12,0.03,0.13,0.1,0.38,0.15,0.06558448188,0.04194654271,0.53,0.2,0.26,0.31,0.04,0.04,0.37,0.06,0.22,0.94,0.01,0.04,0.07,36085013201,MHI - Ongoing Exclusion,40.56,-74.12,0,0,0,NY,469586,0,0.181,0,40.5647779,-74.1225721,1411,1185
427,626,40.4,82443,108771,2107,12.5,6.2,482200,2413,825,1492,5663,783,766,5674,106.85,44.2,0.1,0.04,0.02,0.01,0.13,0.07,0.02,0.05,0.12,0.3,0.02,0.06,0.16,0.05,0.95,0.79,0.16,0.02,0.12,0.07,0.39,0.13,0.06558448188,0.04194654271,0.66,0.19,0.38,0.25,0.02,0.07,0.32,0.03,0.22,0.9,0.01,0.06,0.11,36085013203,MHI - Ongoing Exclusion,40.55,-74.14,0,0,0,NY,1027705,5153,0.397,0.002,40.5490558,-74.1423045,1732,1066
188,586,46,84866,99860,1905,4.1,5.9,493400,2396,829,1411,4567,811,767,4579,75.71,45,0.06,0.09,0.01,0.02,0.09,0.05,0.05,0.12,0.1,0.29,0.08,0.01,0.09,0.03,0.97,0.8,0.24,0.04,0.15,0.12,0.39,0.11,0.06558448188,0.01,0.58,0.2,0.27,0.22,0.04,0.06,0.31,0.04,0.23,0.96,0.2795633877,0.02,0.07,36085013204,MHI - Stable Exclusion,40.56,-74.13,0,0,0,NY,1045193,0,0.404,0,40.5594209,-74.1302418,1732,1185
185,276,32,13818,20093,653,8.1,4.1,582861.201,2637.827457,835.5364007,441,1469,213,131,1469,46.46,23.7,0.21,0.05724859622,0.04,0.02746184285,0.27,0.04,0.03,0.02,0.07,0.28,0.15,0.08,0.04,0.37,0.96,0.21,0.99,0.06,0.29,0.81,0.1370536153,0.05078651685,0.03,0.04194654271,0.623960199,0.13,0.42,0.62,0.07,0.23,0.12,0.09,0.16,0.26,0.54,0.01,0.38,36085013301,LI - At Risk of Gentrification,40.64,-74.12,1,1,1,NY,67337,0,0.026,0,40.6355984,-74.1189103,1309,1142
164,484,31.1,37813,63031,1176,13.9,5.1,351400,2495,746,1309,3003,1135,1026,3027,99.14,28,0.09,0.05,0.06,0.01,0.18,0.12,0.02,0.08793535938,0.13,0.22,0.1,0.13,0.04268056968,0.21,0.8,0.39,0.56,0.02,0.28,0.41,0.21,0.02,0.06,0.04194654271,0.81,0.09,0.51,0.47,0.09,0.12,0.16,0.04,0.1,0.36,0.4,0.09,0.44,36085013302,LI - Not Losing Low-Income Households,40.64,-74.12,0,0,0,NY,848672,0,0.328,0,40.6358849,-74.1235049,1274,441
247,504,39.8,74427,91958,1598,4.944467354,5.7,499100,2587,896,1243,3854,935,850,3854,100.31,41.2,0.06,0.14,0.03,0.04,0.1,0.06,0.04,0.06,0.08,0.3,0.1,0.01,0.05,0.09,0.96,0.78,0.34,0.01,0.28,0.18,0.35,0.13,0.06558448188,0.04194654271,0.58,0.19,0.27,0.24,0.02,0.07,0.28,0.04,0.23,0.89,0.2795633877,0.03,0.17,36085013400,MHI - Stable Exclusion,40.57,-74.12,0,0,0,NY,850704,0,0.328,0,40.5698839,-74.1174466,1411,1185
355,715,43.5,82361,111460,2461,4.944467354,6.3,561100,2404,898,1185,6083,738,713,6095,89.4,49.9,0.07,0.06,0.03,0.03,0.1,0.04,0.02,0.12,0.1,0.35,0.04,0.03,0.08,0.04,0.99,0.83,0.19,0.02,0.2,0.13,0.42,0.23,0.01,0.04194654271,0.53,0.23,0.28,0.25,0.03,0.03,0.37,0.04,0.29,0.99,0.01,0.1562713675,0.1,36085013800,MHI - Stable Exclusion,40.57,-74.13,0,0,0,NY,1407432,0,0.543,0,40.5704889,-74.1318818,1732,1195
219,375,46.1,62500,86151,1006,11.1,4.8,359800,2344,717,1274,2347,751,670,2359,84.87,39.5,0.04,0.07,0.04,0.02746184285,0.06,0.08,0.02,0.08,0.12,0.25,0.08,0.11,0.09,0.03,0.93,0.65,0.37,0.04078389831,0.25,0.17,0.24,0.07,0.09,0.01,0.73,0.13,0.3,0.24,0.06,0.07,0.31,0.04,0.18,0.62,0.15,0.1,0.42,36085014100,MHI - Ongoing Exclusion,40.63,-74.13,0,0,0,NY,311364,0,0.12,0,40.6288617,-74.1268936,1335,1097
312,1077,47.8,72969,88711,2719,6.9,5.8,456000,2313,823,1202,6841,1621,1475,6841,87.27,43.3,0.08,0.13,0.02,0.02,0.08,0.04,0.01,0.12,0.07,0.34,0.02,0.09,0.07,0.03,0.96,0.77,0.2,0.04,0.25,0.11,0.4,0.09,0.01,0.01,0.65,0.19,0.31,0.28,0.07,0.06,0.28,0.05,0.23,0.91,0.2795633877,0.08,0.12,36085014604,MHI - Stable Exclusion,40.55,-74.16,0,0,0,NY,1129003,0,0.436,0,40.5500383,-74.1597547,1756,1066
212,562,43.4,103565,108679,1426,4.944467354,6.3,513600,2557,786,1266,3874,791,745,3887,93.19,46,0.03,0.09,0.02,0.01,0.09,0.07,0.05,0.12,0.05,0.26,0.1,0.06,0.1,0.05,0.97,0.82,0.12,0.01,0.18,0.05,0.36,0.23,0.02,0.04194654271,0.58,0.21,0.27,0.27,0.03,0.03,0.33,0.02,0.26,0.93,0.2795633877,0.05,0.1,36085014605,MHI - Stable Exclusion,40.56,-74.15,0,0,0,NY,875799,6861,0.338,0.003,40.5588899,-74.1495429,1756,1066
420,995,46.3,101082,105600,2448,4.944467354,6,385900,2276,800,1732,7183,1762,1742,7183,103.77,41.5,0.06,0.07,0.04,0.01,0.05,0.09,0.01,0.14,0.1,0.35,0.04,0.04,0.05,0.01,0.96,0.84,0.14,0.04,0.21,0.02,0.41,0.19,0.02,0.04194654271,0.71,0.12,0.36,0.27,0.03,0.02,0.37,0.03,0.18,0.92,0.2795633877,0.06,0.06,36085014606,MHI - Stable Exclusion,40.56,-74.14,0,0,0,NY,1768735,192,0.683,0,40.5612628,-74.1398995,1756,1185
240,757,41.1,82551,85471,1719,4.944467354,6,458000,2472,813,1676,4747,735,680,4752,95.8,40.8,0.07,0.04,0.01,0.01,0.09,0.12,0.04,0.09,0.09,0.31,0.08,0.03,0.07,0.02,0.96,0.76,0.26,0.06,0.22,0.09,0.42,0.14,0.02,0.04194654271,0.71,0.18,0.33,0.28,0.02,0.05,0.3,0.03,0.23,0.89,0.2795633877,0.08,0.05,36085014607,MHI - Stable Exclusion,40.56,-74.16,0,0,0,NY,683478,0,0.264,0,40.556922,-74.1641209,1756,1066
349,534,43.5,93385,99638,1282,14.2,6.2,438700,2515,803,1756,3927,584,497,3927,97.54,39.4,0.11,0.09,0.03,0.01,0.16,0.08,0.02,0.14,0.08,0.16,0.08,0.08,0.07,0.01,0.92,0.74,0.16,0.04,0.16,0.05,0.41,0.2,0.03,0.04194654271,0.67,0.13,0.38,0.3,0.03,0.07,0.26,0.02,0.15,0.96,0.01,0.03,0.16,36085014608,MHI - Stable Exclusion,40.56,-74.16,0,0,0,NY,448628,0,0.173,0,40.5584655,-74.156518,1676,1105
151,486,34.6,84310,109952,1504,14.1,5.6,463800,2406,794,1220,3396,338,292,3410,100.23,44.5,0.02,0.02,0.01,0.01,0.08,0.05,0.09,0.05,0.15,0.37,0.03,0.06,0.09,0.04,0.96,0.83,0.18,0.05,0.21,0.13,0.42,0.09,0.01,0.04194654271,0.64,0.17,0.31,0.26,0.03,0.01,0.46,0.05,0.24,0.91,0.03,0.03,0.09,36085014700,MHI - Ongoing Exclusion,40.62,-74.11,0,0,0,NY,1667491,4948,0.644,0.002,40.6187998,-74.1123692,1665,480
429,677,38,89643,105129,2109,4.944467354,5.9,446100,2534,684,1097,5145,713,688,5155,89.24,40.6,0.09,0.04,0.03,0.02746184285,0.1,0.07,0.01,0.13,0.18,0.28,0.06,0.05,0.06,0.11,0.96,0.84,0.19,0.01,0.23,0.17,0.33,0.12,0.03,0.04194654271,0.63,0.16,0.31,0.33,0.02,0.04,0.4,0.06,0.2,0.85,0.01,0.09,0.22,36085015100,MHI - Stable Exclusion,40.62,-74.13,0,0,0,NY,1004257,0,0.388,0,40.6195337,-74.1275925,1592,1157
268,1138,45.9,100964,110995,2525,4.944467354,6.2,473600,2710,852,1066,6658,446,380,6677,89.42,43.1,0.09,0.06,0.02,0.02746184285,0.14,0.03,0.04,0.13,0.14,0.21,0.08,0.05,0.11,0.04,0.98,0.86,0.14,0.04,0.19,0.14,0.4,0.16,0.01,0.04194654271,0.63,0.19,0.32,0.26,0.01,0.05,0.3,0.04,0.21,0.92,0.2795633877,0.05,0.07,36085015601,MHI - Ongoing Exclusion,40.54,-74.15,0,0,0,NY,1429954,0,0.552,0,40.5421524,-74.1545777,2043,1202
187,507,43.6,95179,97638,1192,4.944467354,6.3,527400,2608,793,1391.830034,3420,227,226,3422,89.9,43.5,0.06,0.14,0.02,0.02,0.09,0.04,0.06,0.1,0.11,0.27,0.06,0.03,0.07,0.01,0.99,0.87,0.06,0.04078389831,0.11,0.03,0.42,0.26,0.06558448188,0.04194654271,0.53,0.2,0.25,0.26,0.01,0.03,0.28,0.02,0.23,0.97,0.2795633877,0.03,0.04,36085015602,MHI - Stable Exclusion,40.54,-74.16,0,0,0,NY,881072,0,0.34,0,40.5360199,-74.1618034,2043,1066
273,623,51.2,90925,102136,1785,4.944467354,5.9,419500,2193,720,2043,4661,1490,1454,4661,88.86,40.6,0.06,0.05,0.03,0.02,0.1,0.09,0.04,0.1,0.2,0.24,0.02,0.03,0.07,0.05,0.92,0.79,0.25,0.02,0.21,0.06,0.44,0.11,0.06558448188,0.04194654271,0.76,0.1,0.31,0.29,0.02,0.02,0.4,0.04,0.13,0.96,0.2795633877,0.03,0.06,36085015603,MHI - Stable Exclusion,40.53,-74.15,0,0,0,NY,969267,2670770,0.374,1.031,40.5296626,-74.1458122,1492,1066
209,482,43.7,73594,88378,1206,10,5.3,466100,2461,801,1665,3131,823,781,3142,92.05,39.8,0.07,0.06,0.02,0.01,0.07,0.1,0.03,0.15,0.08,0.29,0.11,0.05,0.05,0.06,0.93,0.71,0.35,0.03,0.22,0.19,0.37,0.1,0.01,0.01,0.61,0.14,0.35,0.29,0.02,0.09,0.35,0.07,0.19,0.89,0.04,0.03,0.16,36085016901,MHI - Stable Exclusion,40.61,-74.11,0,0,0,NY,823443,0,0.318,0,40.6123868,-74.1094587,1433,480
297,754,47.8,96500,107174,1741,4.944467354,6.2,508300,2735,848,1067,4903,850,825,4917,85.27,44.1,0.05,0.08,0.02,0.01,0.07,0.05,0.03,0.08,0.13,0.42,0.05,0.02,0.05,0.03,0.98,0.79,0.18,0.02,0.17,0.05,0.34,0.23,0.06558448188,0.01,0.73,0.14,0.34,0.28,0.04,0.04,0.36,0.03,0.18,0.95,0.2795633877,0.05,0.07,36085017005,MHI - Stable Exclusion,40.54,-74.18,0,0,0,NY,1497209,681,0.578,0,40.5397084,-74.1801431,1391.830034,968
558,914,50.6,79107,85998,1908,4.944467354,5.7,299100,2140,667,1255,5450,1452,1316,5471,109.14,37.6,0.06,0.06,0.03,0.02,0.12,0.1,0.01,0.08,0.13,0.28,0.07,0.03,0.09,0.08,0.94,0.77,0.2,0.04,0.25,0.09,0.38,0.09,0.02,0.03,0.84,0.09,0.29,0.29,0.05,0.03,0.35,0.06,0.13,0.76,0.06,0.13,0.21,36085017007,MHI - Stable Exclusion,40.56,-74.19,0,0,0,NY,1460404,1188,0.564,0,40.5578753,-74.18905,1608,968
558,968,47.4,82750,103613,2696,4.944467354,6.1,464600,2324,839,968,7560,714,675,7560,88.58,41.7,0.06,0.05,0.03900655572,0.04,0.11,0.07,0.01,0.1,0.19,0.28,0.06,0.06,0.03,0.04,0.99,0.84,0.07,0.04078389831,0.27,0.05,0.43,0.24,0.06558448188,0.04194654271,0.75,0.18,0.28,0.29,0.02,0.06,0.32,0.04,0.22,0.93,0.01,0.06,0.05,36085017008,MHI - Stable Exclusion,40.56,-74.18,0,0,0,NY,1036915,0,0.4,0,40.5558989,-74.1797494,1676,1067
131,897,43.5,100181,123923,1695,4.944467354,6.8,628800,2876,977,1182,4526,783,735,4526,117.49,43.3,0.03,0.09,0.05,0.03,0.08,0.07,0.02,0.14,0.09,0.27,0.04,0.03,0.11,0.02,0.98,0.87,0.19,0.01,0.15,0.02,0.48,0.18,0.01,0.04194654271,0.7,0.14,0.33,0.27,0.07,0.03,0.38,0.03,0.19,0.95,0.2795633877,0.02,0.09,36085017009,MHI - Stable Exclusion,40.54,-74.19,0,0,0,NY,1074718,0,0.415,0,40.5432028,-74.1898283,1255,968
669,1195,43.5,88477,96620,3155,4.944467354,5.9,371000,2212,753,1148,8925,1324,1093,8925,90.14,39.2,0.06,0.05,0.01,0.02,0.07,0.07,0.05,0.12,0.08,0.38,0.05,0.03,0.09,0.05,0.95,0.76,0.11,0.03,0.17,0.04,0.42,0.12,0.01,0.01,0.81,0.13,0.36,0.3,0.01,0.06,0.33,0.06,0.17,0.92,0.01,0.06,0.16,36085017010,MHI - Stable Exclusion,40.55,-74.2,0,0,0,NY,1110579,219,0.429,0,40.5505833,-74.1969608,1608,968
256,510,47.2,83400,95414,1809,5.5,6.1,490700,2513,890,1134,4465,508,496,4483,80.84,43.8,0.07,0.08,0.02,0.01,0.13,0.04,0.02,0.08,0.14,0.31,0.08,0.03,0.06,0.06,0.98,0.83,0.24,0.05,0.12,0.07,0.38,0.13,0.06558448188,0.02,0.58,0.22,0.35,0.28,0.03,0.05,0.28,0.04,0.27,0.96,0.2795633877,0.02,0.09,36085017011,MHI - Stable Exclusion,40.55,-74.17,0,0,0,NY,719395,0,0.278,0,40.5456376,-74.1702297,1676,968
317,585,50,83125,94516,1759,4.944467354,6.3,488400,2410,917,1293,4526,726,635,4526,97.73,44,0.07,0.03,0.02,0.02,0.11,0.13,0.03,0.09,0.14,0.27,0.05,0.05,0.07,0.08,0.98,0.79,0.18,0.04,0.2,0.05,0.42,0.14,0.02,0.01,0.64,0.22,0.28,0.18,0.02,0.08,0.31,0.03,0.26,0.93,0.01,0.04,0.14,36085017012,MHI - Stable Exclusion,40.55,-74.17,0,0,0,NY,1004724,0,0.388,0,40.5529585,-74.1737873,1756,968
164,497,40.1,34667,63370,1020,1.7,4.4,522300,2300,1024,480,2581,645,581,2586,76.64,37.3,0.07,0.02,0.01,0.01,0.1,0.17,0.04,0.08,0.1,0.35,0.07,0.03,0.03,0.21,0.91,0.47,0.64,0.01,0.24,0.46,0.22,0.07,0.04,0.04194654271,0.56,0.17,0.37,0.4,0.08,0.13,0.27,0.05,0.21,0.5,0.2,0.22,0.2,36085017300,LI - Not Losing Low-Income Households,40.61,-74.12,0,0,0,NY,343224,0,0.133,0,40.6052791,-74.1182769,1665,967
215,669,47.8,105721,138403,1744,8.7,7.2,684400,3152,1140,1123,4756,711,650,4767,104.94,44.2,0.05,0.12,0.03,0.03,0.06,0.04,0.02,0.12,0.13,0.35,0.03,0.03,0.04,0.02,0.96,0.82,0.15,0.02,0.18,0.04,0.41,0.27,0.06558448188,0.01,0.67,0.17,0.38,0.26,0.02,0.06,0.45,0.03,0.22,0.97,0.01,0.02,0.05,36085017600,MHI - Stable Exclusion,40.53,-74.17,0,0,0,NY,3265509,2161742,1.261,0.835,40.5252944,-74.1711425,2043,1066
230,1020,36.8,104028,182991,2461,4.944467354,6.9,744400,3594,1275,1433,6711,1793,1674,6722,93.77,46.5,0.04,0.11,0.05,0.04,0.08,0.08,0.01,0.11,0.11,0.34,0.02,0.03,0.02,0.01,0.93,0.7,0.14,0.03,0.06,0.08,0.39,0.28,0.01,0.04194654271,0.59,0.2,0.31,0.21,0.06,0.03,0.51,0.04,0.25,0.84,0.01,0.14,0.04,36085017700,MHI - Stable Exclusion,40.6,-74.1,0,0,0,NY,3521995,2825,1.36,0.001,40.6019296,-74.1032762,1665,1156
175,541,44.3,115938,159109,1100,4.944467354,6.7,728800,3555,1125,1016,2880,587,545,3196,90.12,46.7,0.04,0.06,0.04,0.03,0.1,0.07,0.02,0.09,0.18,0.3,0.02,0.04,0.04,0.11,0.96,0.78,0.18,0.03,0.11,0.18,0.38,0.22,0.06558448188,0.04194654271,0.66,0.28,0.27,0.2,0.06,0.05,0.4,0.08,0.3,0.88,0.01,0.1,0.11,36085018100,MHI - Ongoing Exclusion,40.59,-74.12,0,0,0,NY,5199541,31114,2.008,0.012,40.5903054,-74.1218642,1391.830034,480
145,191,43.5,85268,101492,663,4.944467354,5.7,446300,2585,850,1592,1747,380,344,1758,92.13,41.1,0.05,0.08,0.03,0.02,0.13,0.06,0.03,0.08,0.12,0.31,0.06,0.06,0.02,0.06,0.95,0.75,0.28,0.01,0.15,0.16,0.33,0.11,0.03,0.01,0.61,0.18,0.36,0.27,0.03,0.05,0.36,0.06,0.23,0.8,0.03,0.1,0.12,36085018701,MHI - Stable Exclusion,40.61,-74.13,0,0,0,NY,385717,0,0.149,0,40.6107462,-74.1272593,1489,480
276,793,37.1,82197,106614,2440,4,5.5,469700,1989,961,967,6503,2274,2085,7329,76.14,49.4,0.06,0.09,0.07,0.03,0.08,0.05,0.04,0.06,0.19,0.2,0.11,0.04,0.06,0.08,0.94,0.77,0.35,0.01,0.25,0.15,0.38,0.12,0.04,0.03,0.67,0.22,0.3,0.3,0.05,0.07,0.27,0.05,0.26,0.65,0.06,0.28,0.13,36085018702,MHI - Stable Exclusion,40.6,-74.13,0,0,0,NY,1012445,0,0.391,0,40.6039038,-74.1261651,1592,480
400,674,36.7,65421,78960,2115,4.944467354,5.9,456500,2339,789,1157,5211,1018,947,5242,93.93,42.2,0.08,0.06,0.01,0.01,0.12,0.1,0.01,0.12,0.14,0.28,0.06,0.03,0.06,0.14,0.96,0.79,0.26,0.04,0.17,0.14,0.37,0.15,0.01,0.04194654271,0.58,0.19,0.44,0.29,0.03,0.07,0.27,0.05,0.22,0.76,0.07,0.1,0.13,36085018901,MHI - Stable Exclusion,40.61,-74.14,0,0,0,NY,1086481,0,0.419,0,40.6120915,-74.1399974,1592,967
310,955,40.7,73945,97888,1821,4.2,6,511200,2507,860,1489,5127,1801,1714,5127,99.11,39.3,0.05,0.03,0.03,0.01,0.11,0.05,0.06,0.07,0.12,0.36,0.06,0.06,0.04,0.03,0.96,0.68,0.24,0.05,0.17,0.1,0.43,0.09,0.05,0.02,0.61,0.16,0.28,0.26,0.05,0.05,0.44,0.05,0.21,0.61,0.04,0.25,0.09,36085018902,MHI - Stable Exclusion,40.61,-74.14,0,0,0,NY,796480,0,0.308,0,40.60524,-74.1380656,1592,967
